Model,TBS2074B
-7.140e-02,-0.6
-7.108e-02,-0.6
-7.076e-02,-0.6
-7.044e-02,-0.64
-7.012e-02,-0.6
-6.980e-02,-0.6
-6.948e-02,-0.64
-6.916e-02,-0.6
-6.884e-02,-0.6
-6.852e-02,-0.6
-6.820e-02,-0.56
-6.788e-02,-0.56
-6.756e-02,-0.56
-6.724e-02,-0.56
-6.692e-02,-0.56
-6.660e-02,-0.52
-6.628e-02,-0.52
-6.596e-02,-0.52
-6.564e-02,-0.52
-6.531e-02,-0.48
-6.499e-02,-0.48
-6.467e-02,-0.4
-6.435e-02,-0.4
-6.403e-02,-0.36
-6.371e-02,-0.36
-6.339e-02,-0.32
-6.307e-02,-0.24
-6.275e-02,-0.2
-6.243e-02,-0.2
-6.211e-02,-0.16
-6.179e-02,-0.16
-6.147e-02,-0.08
-6.115e-02,-0.08
-6.083e-02,-0.04
-6.051e-02,-0.04
-6.019e-02,-0.04
-5.987e-02,0
-5.955e-02,0
-5.923e-02,0.04
-5.891e-02,0.04
-5.859e-02,0.04
-5.827e-02,0.08
-5.795e-02,0.12
-5.763e-02,0.12
-5.731e-02,0.12
-5.699e-02,0.2
-5.667e-02,0.24
-5.635e-02,0.24
-5.603e-02,0.24
-5.571e-02,0.28
-5.539e-02,0.28
-5.507e-02,0.32
-5.475e-02,0.32
-5.443e-02,0.32
-5.411e-02,0.32
-5.379e-02,0.32
-5.347e-02,0.36
-5.315e-02,0.36
-5.283e-02,0.36
-5.251e-02,0.36
-5.219e-02,0.36
-5.187e-02,0.28
-5.155e-02,0.12
-5.123e-02,-0.08
-5.091e-02,-0.28
-5.059e-02,-0.44
-5.027e-02,-0.56
-4.995e-02,-0.6
-4.963e-02,-0.56
-4.931e-02,-0.4
-4.899e-02,-0.24
-4.867e-02,0
-4.835e-02,0.16
-4.803e-02,0.36
-4.771e-02,0.36
-4.739e-02,0.28
-4.707e-02,0.12
-4.674e-02,-0.12
-4.642e-02,-0.32
-4.610e-02,-0.52
-4.578e-02,-0.6
-4.546e-02,-0.6
-4.514e-02,-0.48
-4.482e-02,-0.28
-4.450e-02,-0.08
-4.418e-02,0.12
-4.386e-02,0.28
-4.354e-02,0.36
-4.322e-02,0.32
-4.290e-02,0.2
-4.258e-02,0
-4.226e-02,-0.2
-4.194e-02,-0.44
-4.162e-02,-0.56
-4.130e-02,-0.6
-4.098e-02,-0.56
-4.066e-02,-0.4
-4.034e-02,-0.16
-4.002e-02,0.08
-3.970e-02,0.28
-3.938e-02,0.36
-3.906e-02,0.32
-3.874e-02,0.2
-3.842e-02,0
-3.810e-02,-0.24
-3.778e-02,-0.48
-3.746e-02,-0.6
-3.714e-02,-0.6
-3.682e-02,-0.52
-3.650e-02,-0.36
-3.618e-02,-0.16
-3.586e-02,0.08
-3.554e-02,0.24
-3.522e-02,0.36
-3.490e-02,0.36
-3.458e-02,0.28
-3.426e-02,0.04
-3.394e-02,-0.2
-3.362e-02,-0.44
-3.330e-02,-0.56
-3.298e-02,-0.64
-3.266e-02,-0.52
-3.234e-02,-0.32
-3.202e-02,-0.08
-3.170e-02,0.16
-3.138e-02,0.32
-3.106e-02,0.4
-3.074e-02,0.32
-3.042e-02,0.16
-3.010e-02,-0.04
-2.978e-02,-0.24
-2.946e-02,-0.48
-2.914e-02,-0.6
-2.882e-02,-0.6
-2.850e-02,-0.52
-2.818e-02,-0.32
-2.785e-02,-0.08
-2.753e-02,0.16
-2.721e-02,0.32
-2.689e-02,0.36
-2.657e-02,0.32
-2.625e-02,0.12
-2.593e-02,-0.08
-2.561e-02,-0.36
-2.529e-02,-0.52
-2.497e-02,-0.64
-2.465e-02,-0.56
-2.433e-02,-0.44
-2.401e-02,-0.2
-2.369e-02,0
-2.337e-02,0.24
-2.305e-02,0.36
-2.273e-02,0.4
-2.241e-02,0.28
-2.209e-02,0.12
-2.177e-02,-0.12
-2.145e-02,-0.36
-2.113e-02,-0.56
-2.081e-02,-0.6
-2.049e-02,-0.56
-2.017e-02,-0.4
-1.985e-02,-0.2
-1.953e-02,0.08
-1.921e-02,0.28
-1.889e-02,0.36
-1.857e-02,0.36
-1.825e-02,0.24
-1.793e-02,0.04
-1.761e-02,-0.24
-1.729e-02,-0.48
-1.697e-02,-0.6
-1.665e-02,-0.6
-1.633e-02,-0.52
-1.601e-02,-0.32
-1.569e-02,-0.08
-1.537e-02,0.16
-1.505e-02,0.32
-1.473e-02,0.4
-1.441e-02,0.32
-1.409e-02,0.16
-1.377e-02,-0.12
-1.345e-02,-0.36
-1.313e-02,-0.52
-1.281e-02,-0.64
-1.249e-02,-0.6
-1.217e-02,-0.44
-1.185e-02,-0.2
-1.153e-02,0.04
-1.121e-02,0.28
-1.089e-02,0.4
-1.057e-02,0.36
-1.025e-02,0.24
-9.925e-03,0.04
-9.605e-03,-0.24
-9.285e-03,-0.44
-8.965e-03,-0.6
-8.645e-03,-0.64
-8.324e-03,-0.52
-8.004e-03,-0.32
-7.684e-03,-0.04
-7.364e-03,0.2
-7.044e-03,0.36
-6.724e-03,0.4
-6.403e-03,0.28
-6.083e-03,0.04
-5.763e-03,-0.2
-5.443e-03,-0.44
-5.123e-03,-0.6
-4.803e-03,-0.64
-4.482e-03,-0.52
-4.162e-03,-0.32
-3.842e-03,-0.08
-3.522e-03,0.2
-3.202e-03,0.36
-2.882e-03,0.4
-2.561e-03,0.32
-2.241e-03,0.12
-1.921e-03,-0.12
-1.601e-03,-0.4
-1.281e-03,-0.6
-9.605e-04,-0.64
-6.403e-04,-0.56
-3.202e-04,-0.4
1.243e-15,-0.08
3.202e-04,0.16
6.403e-04,0.36
9.605e-04,0.4
1.281e-03,0.32
1.601e-03,0.12
1.921e-03,-0.16
2.241e-03,-0.4
2.561e-03,-0.6
2.882e-03,-0.64
3.202e-03,-0.56
3.522e-03,-0.32
3.842e-03,0
4.162e-03,0.24
4.482e-03,0.36
4.803e-03,0.36
5.123e-03,0.28
5.443e-03,0.04
5.763e-03,-0.24
6.083e-03,-0.48
6.403e-03,-0.6
6.724e-03,-0.64
7.044e-03,-0.52
7.364e-03,-0.24
7.684e-03,0
8.004e-03,0.24
8.324e-03,0.4
8.645e-03,0.36
8.965e-03,0.2
9.285e-03,-0.04
9.605e-03,-0.32
9.925e-03,-0.56
1.025e-02,-0.64
1.057e-02,-0.56
1.089e-02,-0.4
1.121e-02,-0.12
1.153e-02,0.16
1.185e-02,0.36
1.217e-02,0.4
1.249e-02,0.32
1.281e-02,0.12
1.313e-02,-0.16
1.345e-02,-0.44
1.377e-02,-0.6
1.409e-02,-0.64
1.441e-02,-0.56
1.473e-02,-0.32
1.505e-02,-0.04
1.537e-02,0.24
1.569e-02,0.36
1.601e-02,0.4
1.633e-02,0.28
1.665e-02,0
1.697e-02,-0.28
1.729e-02,-0.52
1.761e-02,-0.64
1.793e-02,-0.6
1.825e-02,-0.44
1.857e-02,-0.16
1.889e-02,0.16
1.921e-02,0.36
1.953e-02,0.4
1.985e-02,0.32
2.017e-02,0.12
2.049e-02,-0.16
2.081e-02,-0.4
2.113e-02,-0.6
2.145e-02,-0.64
2.177e-02,-0.56
2.209e-02,-0.32
2.241e-02,0
2.273e-02,0.24
2.305e-02,0.4
2.337e-02,0.4
2.369e-02,0.24
2.401e-02,0
2.433e-02,-0.28
2.465e-02,-0.52
2.497e-02,-0.64
2.529e-02,-0.6
2.561e-02,-0.4
2.593e-02,-0.08
2.625e-02,0.2
2.657e-02,0.36
2.689e-02,0.4
2.721e-02,0.32
2.753e-02,0.08
2.785e-02,-0.16
2.818e-02,-0.44
2.850e-02,-0.6
2.882e-02,-0.64
2.914e-02,-0.52
2.946e-02,-0.28
2.978e-02,0
3.010e-02,0.28
3.042e-02,0.4
3.074e-02,0.4
3.106e-02,0.2
3.138e-02,-0.04
3.170e-02,-0.32
3.202e-02,-0.56
3.234e-02,-0.64
3.266e-02,-0.6
3.298e-02,-0.4
3.330e-02,-0.12
3.362e-02,0.16
3.394e-02,0.36
3.426e-02,0.4
3.458e-02,0.36
3.490e-02,0.16
3.522e-02,-0.12
3.554e-02,-0.4
3.586e-02,-0.6
3.618e-02,-0.64
3.650e-02,-0.52
3.682e-02,-0.28
3.714e-02,0
3.746e-02,0.24
3.778e-02,0.4
3.810e-02,0.4
3.842e-02,0.28
3.874e-02,0
3.906e-02,-0.28
3.938e-02,-0.52
3.970e-02,-0.64
4.002e-02,-0.6
4.034e-02,-0.48
4.066e-02,-0.2
4.098e-02,0.04
4.130e-02,0.28
4.162e-02,0.4
4.194e-02,0.4
4.226e-02,0.2
4.258e-02,-0.04
4.290e-02,-0.36
4.322e-02,-0.56
4.354e-02,-0.68
4.386e-02,-0.6
4.418e-02,-0.44
4.450e-02,-0.16
4.482e-02,0.12
4.514e-02,0.32
4.546e-02,0.4
4.578e-02,0.36
4.610e-02,0.2
4.642e-02,-0.04
4.674e-02,-0.32
4.707e-02,-0.56
4.739e-02,-0.64
4.771e-02,-0.64
4.803e-02,-0.52
4.835e-02,-0.44
4.867e-02,-0.4
4.899e-02,-0.4
4.931e-02,-0.36
4.963e-02,-0.36
4.995e-02,-0.32
5.027e-02,-0.32
5.059e-02,-0.32
5.091e-02,-0.28
5.123e-02,-0.28
5.155e-02,-0.28
5.187e-02,-0.28
5.219e-02,-0.24
5.251e-02,-0.28
5.283e-02,-0.28
5.315e-02,-0.24
5.347e-02,-0.28
5.379e-02,-0.28
5.411e-02,-0.28
5.443e-02,-0.24
5.475e-02,-0.28
5.507e-02,-0.28
5.539e-02,-0.28
5.571e-02,-0.28
5.603e-02,-0.28
5.635e-02,-0.24
5.667e-02,-0.24
5.699e-02,-0.24
5.731e-02,-0.24
5.763e-02,-0.2
5.795e-02,-0.2
5.827e-02,-0.2
5.859e-02,-0.2
5.891e-02,-0.2
5.923e-02,-0.2
5.955e-02,-0.2
5.987e-02,-0.2
6.019e-02,-0.2
6.051e-02,-0.2
6.083e-02,-0.2
6.115e-02,-0.24
6.147e-02,-0.2
6.179e-02,-0.24
6.211e-02,-0.24
6.243e-02,-0.2
6.275e-02,-0.24
6.307e-02,-0.2
6.339e-02,-0.24
6.371e-02,-0.24
6.403e-02,-0.2
6.435e-02,-0.2
6.467e-02,-0.2
6.499e-02,-0.2
6.531e-02,-0.2
6.564e-02,-0.16
6.596e-02,-0.16
6.628e-02,-0.16
6.660e-02,-0.2
6.692e-02,-0.16
6.724e-02,-0.2
6.756e-02,-0.16
6.788e-02,-0.2
6.820e-02,-0.2
6.852e-02,-0.2
6.884e-02,-0.16
6.916e-02,-0.16
6.948e-02,-0.16
6.980e-02,-0.16
7.012e-02,-0.16
7.044e-02,-0.2
7.076e-02,-0.16
7.108e-02,-0.2
7.140e-02,-0.16
7.172e-02,-0.2
7.204e-02,-0.2
7.236e-02,-0.2
7.268e-02,-0.24
7.300e-02,-0.24
7.332e-02,-0.24
7.364e-02,-0.24
7.396e-02,-0.24
7.428e-02,-0.28
7.460e-02,-0.28
7.492e-02,-0.28
7.524e-02,-0.24
7.556e-02,-0.24
7.588e-02,-0.28
7.620e-02,-0.24
7.652e-02,-0.28
7.684e-02,-0.24
7.716e-02,-0.24
7.748e-02,-0.24
7.780e-02,-0.24
7.812e-02,-0.24
7.844e-02,-0.24
7.876e-02,-0.28
7.908e-02,-0.28
7.940e-02,-0.28
7.972e-02,-0.32
8.004e-02,-0.32
8.036e-02,-0.32
8.068e-02,-0.32
8.100e-02,-0.32
8.132e-02,-0.36
8.164e-02,-0.36
8.196e-02,-0.36
8.228e-02,-0.36
8.260e-02,-0.4
8.292e-02,-0.36
8.324e-02,-0.4
8.356e-02,-0.4
8.388e-02,-0.4
8.420e-02,-0.4
8.453e-02,-0.4
8.485e-02,-0.44
8.517e-02,-0.4
8.549e-02,-0.44
8.581e-02,-0.44
8.613e-02,-0.44
8.645e-02,-0.48
8.677e-02,-0.48
8.709e-02,-0.48
8.741e-02,-0.48
8.773e-02,-0.48
8.805e-02,-0.48
8.837e-02,-0.52
8.869e-02,-0.52
8.901e-02,-0.56
8.933e-02,-0.52
8.965e-02,-0.56
8.997e-02,-0.56
9.029e-02,-0.56
9.061e-02,-0.56
9.093e-02,-0.56
9.125e-02,-0.56
9.157e-02,-0.56
9.189e-02,-0.6
9.221e-02,-0.6
9.253e-02,-0.56
9.285e-02,-0.6
9.317e-02,-0.6
9.349e-02,-0.6
9.381e-02,-0.6
9.413e-02,-0.6
9.445e-02,-0.6
9.477e-02,-0.6
9.509e-02,-0.6
9.541e-02,-0.6
9.573e-02,-0.64
9.605e-02,-0.6
9.637e-02,-0.64
9.669e-02,-0.64
9.701e-02,-0.64
9.733e-02,-0.64
9.765e-02,-0.64
9.797e-02,-0.64
9.829e-02,-0.64
9.861e-02,-0.64
9.893e-02,-0.64
9.925e-02,-0.64
9.957e-02,-0.6
9.989e-02,-0.64
1.002e-01,-0.6
1.005e-01,-0.6
1.009e-01,-0.6
1.012e-01,-0.6
1.015e-01,-0.6
1.018e-01,-0.56
1.021e-01,-0.56
1.025e-01,-0.56
1.028e-01,-0.56
1.031e-01,-0.56
1.034e-01,-0.56
1.037e-01,-0.52
1.041e-01,-0.48
1.044e-01,-0.48
1.047e-01,-0.48
1.050e-01,-0.48
1.053e-01,-0.44
1.057e-01,-0.44
1.060e-01,-0.44
1.063e-01,-0.4
1.066e-01,-0.4
1.069e-01,-0.4
1.073e-01,-0.36
1.076e-01,-0.36
1.079e-01,-0.32
1.082e-01,-0.28
1.085e-01,-0.24
1.089e-01,-0.24
1.092e-01,-0.2
1.095e-01,-0.16
1.098e-01,-0.16
1.101e-01,-0.12
1.105e-01,-0.08
1.108e-01,-0.08
1.111e-01,-0.04
1.114e-01,-0.04
1.117e-01,0
1.121e-01,0
1.124e-01,0.04
1.127e-01,0.04
1.130e-01,0.08
1.133e-01,0.12
1.137e-01,0.12
1.140e-01,0.12
1.143e-01,0.16
1.146e-01,0.16
1.149e-01,0.2
1.153e-01,0.24
1.156e-01,0.28
1.159e-01,0.28
1.162e-01,0.28
1.165e-01,0.32
1.169e-01,0.36
1.172e-01,0.36
1.175e-01,0.36
1.178e-01,0.36
1.181e-01,0.36
1.185e-01,0.4
1.188e-01,0.4
1.191e-01,0.4
1.194e-01,0.4
1.197e-01,0.4
1.201e-01,0.4
1.204e-01,0.4
1.207e-01,0.36
1.210e-01,0.4
1.213e-01,0.36
1.217e-01,0.36
1.220e-01,0.36
1.223e-01,0.36
1.226e-01,0.32
1.229e-01,0.32
1.233e-01,0.28
1.236e-01,0.24
1.239e-01,0.24
1.242e-01,0.2
1.245e-01,0.16
1.249e-01,0.16
1.252e-01,0.16
1.255e-01,0.16
1.258e-01,0.12
1.261e-01,0.08
1.265e-01,0.08
1.268e-01,0.08
1.271e-01,0.04
1.274e-01,0
1.277e-01,-0.04
1.281e-01,-0.04
1.284e-01,-0.08
1.287e-01,-0.12
1.290e-01,-0.2
1.293e-01,-0.2
1.297e-01,-0.24
1.300e-01,-0.28
1.303e-01,-0.32
1.306e-01,-0.36
1.309e-01,-0.4
1.313e-01,-0.44
1.316e-01,-0.48
1.319e-01,-0.48
1.322e-01,-0.48
1.326e-01,-0.48
1.329e-01,-0.48
1.332e-01,-0.52
1.335e-01,-0.52
1.338e-01,-0.56
1.342e-01,-0.56
1.345e-01,-0.56
1.348e-01,-0.56
1.351e-01,-0.6
1.354e-01,-0.6
1.358e-01,-0.6
1.361e-01,-0.6
1.364e-01,-0.6
1.367e-01,-0.6
1.370e-01,-0.6
1.374e-01,-0.56
1.377e-01,-0.6
1.380e-01,-0.56
1.383e-01,-0.52
1.386e-01,-0.52
1.390e-01,-0.52
1.393e-01,-0.52
1.396e-01,-0.48
1.399e-01,-0.48
1.402e-01,-0.48
1.406e-01,-0.44
1.409e-01,-0.4
1.412e-01,-0.36
1.415e-01,-0.36
1.418e-01,-0.32
1.422e-01,-0.28
1.425e-01,-0.24
1.428e-01,-0.16
1.431e-01,-0.16
1.434e-01,-0.12
1.438e-01,-0.04
1.441e-01,0
1.444e-01,0.04
1.447e-01,0.08
1.450e-01,0.08
1.454e-01,0.16
1.457e-01,0.16
1.460e-01,0.2
1.463e-01,0.2
1.466e-01,0.24
1.470e-01,0.24
1.473e-01,0.28
1.476e-01,0.2
1.479e-01,0.08
1.482e-01,-0.12
1.486e-01,-0.32
1.489e-01,-0.44
1.492e-01,-0.56
1.495e-01,-0.6
1.498e-01,-0.56
1.502e-01,-0.48
1.505e-01,-0.32
1.508e-01,-0.16
1.511e-01,0.08
1.514e-01,0.24
1.518e-01,0.36
1.521e-01,0.4
1.524e-01,0.32
1.527e-01,0.16
1.530e-01,-0.04
1.534e-01,-0.24
1.537e-01,-0.44
1.540e-01,-0.56
1.543e-01,-0.6
1.546e-01,-0.56
1.550e-01,-0.4
1.553e-01,-0.24
1.556e-01,-0.04
1.559e-01,0.12
1.562e-01,0.24
1.566e-01,0.36
1.569e-01,0.36
1.572e-01,0.32
1.575e-01,0.16
1.578e-01,-0.04
1.582e-01,-0.24
1.585e-01,-0.44
1.588e-01,-0.56
1.591e-01,-0.6
1.594e-01,-0.6
1.598e-01,-0.44

